contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry,type,mid,pull_date,spread,spread_mid_ratio,S0,dividend_yield
SPY260706C00729000,2026-07-02 18:41:21+00:00,729.0,14.34,14.39,16.4,-4.7800007,-25.000004,114.0,184,0.18738605590820312,True,REGULAR,USD,2026-07-06,call,15.395,2026-07-04,2.01,0.1305618707,744.7800293,0.01010365437
SPY260706C00730000,2026-07-02 20:14:52+00:00,730.0,14.7,14.48,14.87,-1.3200006,-8.239704,446.0,375,0.117196328125,True,REGULAR,USD,2026-07-06,call,14.675,2026-07-04,0.39,0.0265758092,744.7800293,0.01010365437
SPY260706C00731000,2026-07-02 18:18:50+00:00,731.0,14.5,13.08,13.9,-2.709999,-15.7466545,86.0,296,0.116219775390625,True,REGULAR,USD,2026-07-06,call,13.49,2026-07-04,0.82,0.06078576723,744.7800293,0.01010365437
SPY260706C00732000,2026-07-02 19:58:46+00:00,732.0,13.25,12.12,13.49,-2.1800003,-14.128323,207.0,750,0.16736672485351564,True,REGULAR,USD,2026-07-06,call,12.805,2026-07-04,1.37,0.1069894572,744.7800293,0.01010365437
SPY260706C00733000,2026-07-02 19:54:30+00:00,733.0,11.69,11.17,12.54,-2.7300005,-18.932041,252.0,711,0.1615074084472656,True,REGULAR,USD,2026-07-06,call,11.855,2026-07-04,1.37,0.1155630536,744.7800293,0.01010365437
SPY260706C00734000,2026-07-02 20:08:58+00:00,734.0,10.54,10.44,11.01,-2.1499996,-16.94247,644.0,702,0.10938390625,True,REGULAR,USD,2026-07-06,call,10.725,2026-07-04,0.57,0.05314685315,744.7800293,0.01010365437
SPY260706C00735000,2026-07-02 20:12:37+00:00,735.0,9.83,9.85,9.94,-2.6000004,-20.91714,3672.0,1391,0.0932707861328125,True,REGULAR,USD,2026-07-06,call,9.895,2026-07-04,0.09,0.009095502779,744.7800293,0.01010365437
SPY260706C00736000,2026-07-02 20:00:47+00:00,736.0,8.8,8.92,9.02,-3.4499998,-28.163263,510.0,496,0.09436940795898438,True,REGULAR,USD,2026-07-06,call,8.969999999999999,2026-07-04,0.1,0.01114827202,744.7800293,0.01010365437
SPY260706C00737000,2026-07-02 20:10:50+00:00,737.0,7.88,8.01,8.11,-1.7699995,-18.341965,812.0,509,0.09388113159179687,True,REGULAR,USD,2026-07-06,call,8.059999999999999,2026-07-04,0.1,0.01240694789,744.7800293,0.01010365437
SPY260706C00738000,2026-07-02 20:12:33+00:00,738.0,7.09,7.12,7.22,-1.4499998,-16.978922,2187.0,1496,0.092782509765625,True,REGULAR,USD,2026-07-06,call,7.17,2026-07-04,0.1,0.01394700139,744.7800293,0.01010365437
SPY260706C00739000,2026-07-02 20:11:55+00:00,739.0,6.09,6.26,6.35,-1.3999996,-18.691584,2454.0,435,0.09119561157226563,True,REGULAR,USD,2026-07-06,call,6.305,2026-07-04,0.09,0.01427438541,744.7800293,0.01010365437
SPY260706C00740000,2026-07-02 20:14:40+00:00,740.0,5.5,5.43,5.52,-1.6799998,-23.398327,14897.0,2481,0.0898528515625,True,REGULAR,USD,2026-07-06,call,5.475,2026-07-04,0.09,0.01643835616,744.7800293,0.01010365437
SPY260706C00741000,2026-07-02 20:14:54+00:00,741.0,4.66,4.65,4.72,-1.7400002,-27.187502,22037.0,1116,0.08802181518554689,True,REGULAR,USD,2026-07-06,call,4.6850000000000005,2026-07-04,0.07,0.01494130203,744.7800293,0.01010365437
SPY260706C00742000,2026-07-02 20:14:52+00:00,742.0,3.92,3.87,3.96,-1.48,-27.407408,43020.0,1562,0.08582457153320314,True,REGULAR,USD,2026-07-06,call,3.915,2026-07-04,0.09,0.02298850575,744.7800293,0.01010365437
SPY260706C00743000,2026-07-02 20:14:55+00:00,743.0,3.24,3.17,3.25,-1.6699998,-34.012215,58982.0,1326,0.08356629333496096,True,REGULAR,USD,2026-07-06,call,3.21,2026-07-04,0.08,0.02492211838,744.7800293,0.01010365437
SPY260706C00744000,2026-07-02 20:14:58+00:00,744.0,2.55,2.55,2.58,-1.76,-40.835266,62224.0,1735,0.08051456604003907,True,REGULAR,USD,2026-07-06,call,2.565,2026-07-04,0.03,0.01169590643,744.7800293,0.01010365437
SPY260706C00745000,2026-07-02 20:14:59+00:00,745.0,1.98,1.97,1.99,-1.6099999,-44.846794,90198.0,2394,0.07789008056640626,False,REGULAR,USD,2026-07-06,call,1.98,2026-07-04,0.02,0.0101010101,744.7800293,0.01010365437
SPY260706C00746000,2026-07-02 20:14:57+00:00,746.0,1.47,1.48,1.5,-1.5999999,-52.117264,53565.0,2476,0.07612007873535158,False,REGULAR,USD,2026-07-06,call,1.49,2026-07-04,0.02,0.01342281879,744.7800293,0.01010365437
SPY260706C00747000,2026-07-02 20:14:56+00:00,747.0,1.08,1.06,1.09,-1.4,-56.451614,54681.0,2775,0.07441111145019531,False,REGULAR,USD,2026-07-06,call,1.0750000000000002,2026-07-04,0.03,0.02790697674,744.7800293,0.01010365437
SPY260706C00748000,2026-07-02 20:14:54+00:00,748.0,0.74,0.73,0.75,-1.26,-63.0,50983.0,3945,0.07227490234375,False,REGULAR,USD,2026-07-06,call,0.74,2026-07-04,0.02,0.02702702703,744.7800293,0.01010365437
SPY260706C00749000,2026-07-02 20:14:58+00:00,749.0,0.5,0.49,0.5,-1.09,-68.55346,64844.0,3286,0.07081007324218751,False,REGULAR,USD,2026-07-06,call,0.495,2026-07-04,0.01,0.0202020202,744.7800293,0.01010365437
SPY260706C00750000,2026-07-02 20:14:58+00:00,750.0,0.32,0.32,0.33,-0.92,-74.19355,125576.0,9487,0.07032179687500001,False,REGULAR,USD,2026-07-06,call,0.325,2026-07-04,0.01,0.03076923077,744.7800293,0.01010365437
SPY260706C00751000,2026-07-02 20:14:55+00:00,751.0,0.21,0.2,0.21,-0.76000005,-78.35052,52588.0,2388,0.06983352050781251,False,REGULAR,USD,2026-07-06,call,0.20500000000000002,2026-07-04,0.01,0.0487804878,744.7800293,0.01010365437
SPY260706C00752000,2026-07-02 20:14:52+00:00,752.0,0.14,0.13,0.14,-0.57,-80.28169,43286.0,1955,0.07081007324218751,False,REGULAR,USD,2026-07-06,call,0.135,2026-07-04,0.01,0.07407407407,744.7800293,0.01010365437
SPY260706C00753000,2026-07-02 20:14:54+00:00,753.0,0.09,0.08,0.09,-0.42,-82.35294,35878.0,1971,0.07154248779296876,False,REGULAR,USD,2026-07-06,call,0.08499999999999999,2026-07-04,0.01,0.1176470588,744.7800293,0.01010365437
SPY260706C00754000,2026-07-02 20:14:59+00:00,754.0,0.05,0.05,0.06,-0.31,-86.11111,20669.0,1832,0.0727631787109375,False,REGULAR,USD,2026-07-06,call,0.055,2026-07-04,0.01,0.1818181818,744.7800293,0.01010365437
SPY260706C00755000,2026-07-02 20:14:50+00:00,755.0,0.05,0.04,0.05,-0.2,-80.0,33285.0,5960,0.07666938964843752,False,REGULAR,USD,2026-07-06,call,0.045,2026-07-04,0.01,0.2222222222,744.7800293,0.01010365437
SPY260706C00756000,2026-07-02 20:14:36+00:00,756.0,0.04,0.03,0.04,-0.12,-75.0,15001.0,2795,0.08008732421875,False,REGULAR,USD,2026-07-06,call,0.035,2026-07-04,0.01,0.2857142857,744.7800293,0.01010365437
SPY260706P00720000,2026-07-02 20:13:23+00:00,720.0,0.04,0.03,0.04,-0.08,-66.66667,4566.0,2226,0.16211775390625,False,REGULAR,USD,2026-07-06,put,0.035,2026-07-04,0.01,0.2857142857,744.7800293,0.01010365437
SPY260706P00721000,2026-07-02 20:09:19+00:00,721.0,0.04,0.03,0.04,-0.1,-71.42857,1129.0,656,0.1562584375,False,REGULAR,USD,2026-07-06,put,0.035,2026-07-04,0.01,0.2857142857,744.7800293,0.01010365437
SPY260706P00722000,2026-07-02 20:14:41+00:00,722.0,0.04,0.03,0.04,-0.11000001,-73.333336,3238.0,8661,0.15039912109375003,False,REGULAR,USD,2026-07-06,put,0.035,2026-07-04,0.01,0.2857142857,744.7800293,0.01010365437
SPY260706P00723000,2026-07-02 20:14:50+00:00,723.0,0.04,0.04,0.05,-0.14000002,-77.77779,3349.0,854,0.149422568359375,False,REGULAR,USD,2026-07-06,put,0.045,2026-07-04,0.01,0.2222222222,744.7800293,0.01010365437
SPY260706P00724000,2026-07-02 20:13:00+00:00,724.0,0.04,0.04,0.05,-0.15,-78.94737,5112.0,686,0.143563251953125,False,REGULAR,USD,2026-07-06,put,0.045,2026-07-04,0.01,0.2222222222,744.7800293,0.01010365437
SPY260706P00725000,2026-07-02 20:14:33+00:00,725.0,0.05,0.05,0.06,-0.16,-76.190475,16781.0,3737,0.14112187011718752,False,REGULAR,USD,2026-07-06,put,0.055,2026-07-04,0.01,0.1818181818,744.7800293,0.01010365437
SPY260706P00726000,2026-07-02 20:12:39+00:00,726.0,0.06,0.06,0.07,-0.17999999,-75.0,9201.0,1294,0.1381922119140625,False,REGULAR,USD,2026-07-06,put,0.065,2026-07-04,0.01,0.1538461538,744.7800293,0.01010365437
SPY260706P00727000,2026-07-02 20:13:45+00:00,727.0,0.08,0.07,0.08,-0.21,-72.41379,9924.0,971,0.13428600097656251,False,REGULAR,USD,2026-07-06,put,0.07500000000000001,2026-07-04,0.01,0.1333333333,744.7800293,0.01010365437
SPY260706P00728000,2026-07-02 20:14:54+00:00,728.0,0.09,0.09,0.1,-0.22999999,-71.875,7487.0,1141,0.132821171875,False,REGULAR,USD,2026-07-06,put,0.095,2026-07-04,0.01,0.1052631579,744.7800293,0.01010365437
SPY260706P00729000,2026-07-02 20:14:58+00:00,729.0,0.11,0.1,0.11,-0.26,-70.27026,15547.0,1081,0.12842668457031248,False,REGULAR,USD,2026-07-06,put,0.10500000000000001,2026-07-04,0.01,0.09523809524,744.7800293,0.01010365437
SPY260706P00730000,2026-07-02 20:14:54+00:00,730.0,0.13,0.12,0.13,-0.28,-68.29269,44335.0,4142,0.12500875,False,REGULAR,USD,2026-07-06,put,0.125,2026-07-04,0.01,0.08,744.7800293,0.01010365437
SPY260706P00731000,2026-07-02 20:14:39+00:00,731.0,0.15,0.15,0.16,-0.32999998,-68.75,12738.0,1502,0.12305564453125001,False,REGULAR,USD,2026-07-06,put,0.155,2026-07-04,0.01,0.06451612903,744.7800293,0.01010365437
SPY260706P00732000,2026-07-02 20:14:53+00:00,732.0,0.19,0.18,0.19,-0.33999997,-64.15094,13121.0,1583,0.11988184814453123,False,REGULAR,USD,2026-07-06,put,0.185,2026-07-04,0.01,0.05405405405,744.7800293,0.01010365437
SPY260706P00733000,2026-07-02 20:14:30+00:00,733.0,0.23,0.22,0.24,-0.37,-61.666668,14719.0,1666,0.11841701904296875,False,REGULAR,USD,2026-07-06,put,0.22999999999999998,2026-07-04,0.02,0.08695652174,744.7800293,0.01010365437
SPY260706P00734000,2026-07-02 20:14:56+00:00,734.0,0.27,0.28,0.29,-0.39000002,-59.090908,16736.0,2224,0.1157314990234375,False,REGULAR,USD,2026-07-06,put,0.28500000000000003,2026-07-04,0.01,0.0350877193,744.7800293,0.01010365437
SPY260706P00735000,2026-07-02 20:14:59+00:00,735.0,0.34,0.34,0.35,-0.46,-57.5,27852.0,5567,0.1128018408203125,False,REGULAR,USD,2026-07-06,put,0.345,2026-07-04,0.01,0.02898550725,744.7800293,0.01010365437
SPY260706P00736000,2026-07-02 20:14:59+00:00,736.0,0.41,0.41,0.42,-0.47,-53.409092,16603.0,1528,0.10975011352539063,False,REGULAR,USD,2026-07-06,put,0.415,2026-07-04,0.01,0.02409638554,744.7800293,0.01010365437
SPY260706P00737000,2026-07-02 20:14:59+00:00,737.0,0.51,0.5,0.51,-0.54999995,-51.88679,21776.0,1645,0.1069425244140625,False,REGULAR,USD,2026-07-06,put,0.505,2026-07-04,0.01,0.0198019802,744.7800293,0.01010365437
SPY260706P00738000,2026-07-02 20:14:58+00:00,738.0,0.61,0.61,0.63,-0.55999994,-47.863243,24374.0,1275,0.10486734985351562,False,REGULAR,USD,2026-07-06,put,0.62,2026-07-04,0.02,0.03225806452,744.7800293,0.01010365437
SPY260706P00739000,2026-07-02 20:14:59+00:00,739.0,0.75,0.75,0.76,-0.53999996,-41.860466,24262.0,869,0.10175458801269531,False,REGULAR,USD,2026-07-06,put,0.755,2026-07-04,0.01,0.01324503311,744.7800293,0.01010365437
SPY260706P00740000,2026-07-02 20:14:59+00:00,740.0,0.91,0.91,0.93,-0.57,-38.51351,88559.0,2373,0.09925217163085936,False,REGULAR,USD,2026-07-06,put,0.92,2026-07-04,0.02,0.02173913043,744.7800293,0.01010365437
SPY260706P00741000,2026-07-02 20:14:57+00:00,741.0,1.1,1.11,1.13,-0.65,-37.142857,49259.0,1580,0.09656665161132813,False,REGULAR,USD,2026-07-06,put,1.12,2026-07-04,0.02,0.01785714286,744.7800293,0.01010365437
SPY260706P00742000,2026-07-02 20:14:59+00:00,742.0,1.36,1.35,1.37,-0.61,-30.964466,55237.0,3927,0.0937590625,False,REGULAR,USD,2026-07-06,put,1.36,2026-07-04,0.02,0.01470588235,744.7800293,0.01010365437
SPY260706P00743000,2026-07-02 20:14:57+00:00,743.0,1.63,1.64,1.67,-0.56000006,-25.570778,64126.0,1539,0.09137871520996094,False,REGULAR,USD,2026-07-06,put,1.6549999999999998,2026-07-04,0.03,0.01812688822,744.7800293,0.01010365437
SPY260706P00744000,2026-07-02 20:14:59+00:00,744.0,2.0,1.99,2.01,-0.53,-20.948616,44245.0,1224,0.08838802246093751,False,REGULAR,USD,2026-07-06,put,2.0,2026-07-04,0.02,0.01,744.7800293,0.01010365437
SPY260706P00745000,2026-07-02 20:14:59+00:00,745.0,2.42,2.42,2.44,-0.5,-17.123287,58827.0,2773,0.08643491699218751,True,REGULAR,USD,2026-07-06,put,2.4299999999999997,2026-07-04,0.02,0.008230452675,744.7800293,0.01010365437
SPY260706P00746000,2026-07-02 20:14:59+00:00,746.0,2.92,2.88,2.94,-0.42999983,-12.835815,43894.0,3623,0.08454284606933596,True,REGULAR,USD,2026-07-06,put,2.91,2026-07-04,0.06,0.0206185567,744.7800293,0.01010365437
SPY260706P00747000,2026-07-02 20:14:50+00:00,747.0,3.48,3.47,3.55,-0.29999995,-7.9365067,25099.0,1609,0.0841156042480469,True,REGULAR,USD,2026-07-06,put,3.51,2026-07-04,0.08,0.02279202279,744.7800293,0.01010365437
SPY260706P00748000,2026-07-02 20:14:50+00:00,748.0,4.15,4.14,4.23,-0.1500001,-3.4883742,24758.0,1165,0.08393250061035158,True,REGULAR,USD,2026-07-06,put,4.1850000000000005,2026-07-04,0.09,0.02150537634,744.7800293,0.01010365437
SPY260706P00749000,2026-07-02 20:14:16+00:00,749.0,4.9,4.89,4.98,0.05000019,1.0309318,19332.0,1312,0.08423767333984378,True,REGULAR,USD,2026-07-06,put,4.9350000000000005,2026-07-04,0.09,0.01823708207,744.7800293,0.01010365437
SPY260706P00750000,2026-07-02 20:09:10+00:00,750.0,6.04,5.58,5.93,0.32000017,5.594409,30474.0,710,0.09253837158203124,True,REGULAR,USD,2026-07-06,put,5.755,2026-07-04,0.35,0.06081668115,744.7800293,0.01010365437
SPY260706P00751000,2026-07-02 20:13:21+00:00,751.0,6.62,6.48,6.98,-0.03000021,-0.451131,9253.0,319,0.10559976440429686,True,REGULAR,USD,2026-07-06,put,6.73,2026-07-04,0.5,0.07429420505,744.7800293,0.01010365437
SPY260706P00752000,2026-07-02 19:58:17+00:00,752.0,7.32,7.36,7.96,0.52,7.6470585,2742.0,141,0.11463287719726564,True,REGULAR,USD,2026-07-06,put,7.66,2026-07-04,0.6,0.07832898172,744.7800293,0.01010365437
SPY260706P00753000,2026-07-02 19:59:52+00:00,753.0,7.87,8.34,9.2,-0.05000019,-0.6313155,808.0,6,0.13794807373046875,True,REGULAR,USD,2026-07-06,put,8.77,2026-07-04,0.86,0.09806157355,744.7800293,0.01010365437
SPY260706P00755000,2026-07-02 19:26:31+00:00,755.0,10.2,9.21,11.64,0.35999966,3.658533,982.0,36,0.18201501586914062,True,REGULAR,USD,2026-07-06,put,10.425,2026-07-04,2.43,0.2330935252,744.7800293,0.01010365437
SPY260706P00756000,2026-07-02 19:29:36+00:00,756.0,13.51,10.18,12.63,4.01,42.21053,494.0,12,0.19190261230468753,True,REGULAR,USD,2026-07-06,put,11.405000000000001,2026-07-04,2.45,0.2148180623,744.7800293,0.01010365437
SPY260706P00758000,2026-07-02 19:42:47+00:00,758.0,15.09,12.16,14.63,4.49,42.358486,219.0,3,0.21204401245117185,True,REGULAR,USD,2026-07-06,put,13.395,2026-07-04,2.47,0.1843971631,744.7800293,0.01010365437
SPY260707C00690000,2026-06-30 18:20:55+00:00,690.0,57.74,52.93,56.44,0.0,0.0,1.0,2,0.5406540075683595,True,REGULAR,USD,2026-07-07,call,54.685,2026-07-04,3.51,0.06418579135,744.7800293,0.01010365437
SPY260707C00700000,2026-06-26 19:59:56+00:00,700.0,33.7,42.94,46.45,0.0,0.0,8.0,8,0.4633842724609375,True,REGULAR,USD,2026-07-07,call,44.695,2026-07-04,3.51,0.0785322743,744.7800293,0.01010365437
SPY260707C00705000,2026-06-26 15:26:37+00:00,705.0,31.6,37.94,41.46,0.0,0.0,1.0,4,0.4244442321777344,True,REGULAR,USD,2026-07-07,call,39.7,2026-07-04,3.52,0.08866498741,744.7800293,0.01010365437
SPY260707C00706000,2026-07-02 16:30:19+00:00,706.0,37.0,36.94,40.46,6.0200005,19.431894,40.0,40,0.4165097412109374,True,REGULAR,USD,2026-07-07,call,38.7,2026-07-04,3.52,0.09095607235,744.7800293,0.01010365437
SPY260707C00712000,2026-07-01 20:10:24+00:00,712.0,33.69,30.96,34.47,0.0,0.0,1.0,3,0.36865865722656255,True,REGULAR,USD,2026-07-07,call,32.715,2026-07-04,3.51,0.1072902338,744.7800293,0.01010365437
SPY260707C00718000,2026-06-29 14:18:49+00:00,718.0,19.08,24.99,28.5,0.0,0.0,2.0,2,0.32092964233398436,True,REGULAR,USD,2026-07-07,call,26.744999999999997,2026-07-04,3.51,0.131239484,744.7800293,0.01010365437
SPY260707C00720000,2026-07-02 19:33:20+00:00,720.0,23.04,24.21,24.96,-5.16,-18.297873,6.0,79,0.176766044921875,True,REGULAR,USD,2026-07-07,call,24.585,2026-07-04,0.75,0.03050640635,744.7800293,0.01010365437
SPY260707C00721000,2026-07-02 17:08:42+00:00,721.0,21.02,23.23,23.97,1.4300003,7.2996445,24.0,4,0.17237155761718753,True,REGULAR,USD,2026-07-07,call,23.6,2026-07-04,0.74,0.0313559322,744.7800293,0.01010365437
SPY260707C00722000,2026-07-02 18:13:13+00:00,722.0,21.0,22.24,22.98,-2.790001,-11.72762,170.0,16,0.16797707031250003,True,REGULAR,USD,2026-07-07,call,22.61,2026-07-04,0.74,0.03272888103,744.7800293,0.01010365437
SPY260707C00723000,2026-07-02 16:34:26+00:00,723.0,20.45,21.27,22.01,-4.7699986,-18.913555,4.0,4,0.16602396484375004,True,REGULAR,USD,2026-07-07,call,21.64,2026-07-04,0.74,0.03419593346,744.7800293,0.01010365437
SPY260707C00725000,2026-07-02 19:58:12+00:00,725.0,20.16,19.3,20.05,-2.5599995,-11.267604,7.0,25,0.15845568115234376,True,REGULAR,USD,2026-07-07,call,19.675,2026-07-04,0.75,0.03811944091,744.7800293,0.01010365437
SPY260707C00726000,2026-07-02 17:22:59+00:00,726.0,16.32,18.31,19.07,-7.300001,-30.906015,1.0,44,0.15430533203125002,True,REGULAR,USD,2026-07-07,call,18.689999999999998,2026-07-04,0.76,0.04066345639,744.7800293,0.01010365437
SPY260707C00727000,2026-07-02 14:38:36+00:00,727.0,22.19,17.35,18.1,3.210001,16.912546,1.0,187,0.15088739746093754,True,REGULAR,USD,2026-07-07,call,17.725,2026-07-04,0.75,0.04231311707,744.7800293,0.01010365437
SPY260707C00728000,2026-07-02 19:00:36+00:00,728.0,15.32,16.39,17.15,-5.33,-25.811138,6.0,657,0.14917843017578125,True,REGULAR,USD,2026-07-07,call,16.77,2026-07-04,0.76,0.04531902206,744.7800293,0.01010365437
SPY260707C00729000,2026-07-02 19:44:39+00:00,729.0,14.86,15.48,16.19,-4.21,-22.076561,7.0,191,0.14576049560546872,True,REGULAR,USD,2026-07-07,call,15.835,2026-07-04,0.71,0.04483738554,744.7800293,0.01010365437
SPY260707C00730000,2026-07-02 19:43:14+00:00,730.0,13.85,14.51,15.23,-4.299999,-23.691456,55.0,89,0.1419763537597656,True,REGULAR,USD,2026-07-07,call,14.870000000000001,2026-07-04,0.72,0.04841963685,744.7800293,0.01010365437
SPY260707C00731000,2026-07-02 18:33:32+00:00,731.0,13.03,13.6,14.29,-3.8599997,-22.85376,84.0,174,0.13916876464843753,True,REGULAR,USD,2026-07-07,call,13.945,2026-07-04,0.69,0.04948010039,744.7800293,0.01010365437
SPY260707C00732000,2026-07-02 19:50:04+00:00,732.0,12.51,12.67,13.35,-5.449999,-30.345207,503.0,286,0.1358728991699219,True,REGULAR,USD,2026-07-07,call,13.01,2026-07-04,0.68,0.05226748655,744.7800293,0.01010365437
SPY260707C00733000,2026-07-02 19:56:33+00:00,733.0,12.22,11.77,12.4,-3.4499998,-22.01659,3566.0,467,0.1313563427734375,True,REGULAR,USD,2026-07-07,call,12.085,2026-07-04,0.63,0.05213074059,744.7800293,0.01010365437
SPY260707C00734000,2026-07-02 19:44:39+00:00,734.0,10.8,10.88,11.51,-3.6899996,-25.465837,774.0,190,0.129891513671875,True,REGULAR,USD,2026-07-07,call,11.195,2026-07-04,0.63,0.05627512282,744.7800293,0.01010365437
